frame_number,timestamp_ms,frame_len,is_udp,is_rpl,is_ack,mac_src,mac_dst,mac_seq_number,mac_pan_id,mac_fcf,mac_frame_type,mac_security,mac_pending,mac_ack_req,mac_pan_id_comp,mac_dst_mode,mac_src_mode,mac_version,ip_src,ip_dst,udp_src_port,udp_dst_port,udp_len,payload_size,payload_hex,icmp_type,rpl_code,rpl_rank,rpl_version,rpl_instance_id,rpl_mop,rpl_dtsn,rpl_flags,rpl_dao_sequence,rpl_dodagid
5175,611122,97,0,1,0,c1:0c:00:00:00:00:00:04,00:00:00:00:00:00:ff:ff,193,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:4,ff02::1a,,,,,,155.0,1.0,256.0,244.0,30.0,16.0,78.0,0.0,,fd00:0:0:0:c30c:0:0:1
5176,611156,53,1,0,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,44,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d37207365713d313333,,,,,,,,,,
5177,611158,5,0,0,1,,,44,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5178,611208,53,1,0,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,194,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d34207365713d323432,,,,,,,,,,
5179,611210,5,0,0,1,,,194,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5180,611294,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,230,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5181,611296,5,0,0,1,,,230,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5182,611416,27,0,1,0,c1:0c:00:00:00:00:00:07,00:00:00:00:00:00:ff:ff,45,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:7,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
5183,611461,60,1,0,0,c1:0c:00:00:00:00:00:02,c1:0c:00:00:00:00:00:08,206,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d32207365713d3436,,,,,,,,,,
5184,611463,5,0,0,1,,,206,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5185,611479,69,1,0,0,c1:0c:00:00:00:00:00:08,c1:0c:00:00:00:00:00:07,228,43981.0,56417,1,0,0,1,1,3,3,1,::c30c:0:0:2,::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d32207365713d3436,,,,,,,,,,
5186,611482,5,0,0,1,,,228,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5187,611525,61,1,0,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,46,43981.0,56417,1,0,0,1,1,3,3,1,::c30c:0:0:2,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d32207365713d3436,,,,,,,,,,
5188,611528,5,0,0,1,,,46,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5189,612224,53,1,0,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,195,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d34207365713d323433,,,,,,,,,,
5190,612226,5,0,0,1,,,195,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5191,612292,97,0,1,0,c1:0c:00:00:00:00:00:08,00:00:00:00:00:00:ff:ff,229,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:8,ff02::1a,,,,,,155.0,1.0,2062.0,244.0,30.0,16.0,58.0,0.0,,fd00:0:0:0:c30c:0:0:1
5192,612323,76,0,1,0,c1:0c:00:00:00:00:00:02,c1:0c:00:00:00:00:00:08,207,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:2,fe80::c30c:0:0:8,,,,,,155.0,2.0,,,30.0,,,64.0,45.0,fd00:0:0:0:c30c:0:0:1
5193,612325,5,0,0,1,,,207,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5194,612355,76,0,1,0,c1:0c:00:00:00:00:00:08,c1:0c:00:00:00:00:00:07,230,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:8,fe80::c30c:0:0:7,,,,,,155.0,2.0,,,30.0,,,64.0,111.0,fd00:0:0:0:c30c:0:0:1
5195,612357,5,0,0,1,,,230,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5196,612369,76,0,1,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,47,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:7,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,126.0,fd00:0:0:0:c30c:0:0:1
5197,612372,5,0,0,1,,,47,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5198,612416,27,0,1,0,c1:0c:00:00:00:00:00:02,00:00:00:00:00:00:ff:ff,208,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:2,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
5199,612424,27,0,1,0,c1:0c:00:00:00:00:00:02,00:00:00:00:00:00:ff:ff,209,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:2,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
5200,613142,27,0,1,0,c1:0c:00:00:00:00:00:07,00:00:00:00:00:00:ff:ff,48,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:7,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
5201,613270,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,231,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5202,613273,5,0,0,1,,,231,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5203,613431,27,0,1,0,c1:0c:00:00:00:00:00:03,00:00:00:00:00:00:ff:ff,210,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:3,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
5204,613739,76,0,1,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,196,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:4,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,66.0,fd00:0:0:0:c30c:0:0:1
5205,613779,76,0,1,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,196,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:4,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,66.0,fd00:0:0:0:c30c:0:0:1
5206,613781,5,0,0,1,,,196,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5207,613817,97,0,1,0,c1:0c:00:00:00:00:00:05,00:00:00:00:00:00:ff:ff,232,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:5,ff02::1a,,,,,,155.0,1.0,266.0,244.0,30.0,16.0,66.0,0.0,,fd00:0:0:0:c30c:0:0:1
5208,613916,97,0,1,0,c1:0c:00:00:00:00:00:06,00:00:00:00:00:00:ff:ff,188,43981.0,55377,1,0,1,0,1,2,3,1,fe80::c30c:0:0:6,ff02::1a,,,,,,155.0,1.0,259.0,244.0,30.0,16.0,77.0,0.0,,fd00:0:0:0:c30c:0:0:1
5209,614266,53,1,0,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,49,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d37207365713d313334,,,,,,,,,,
5210,614268,5,0,0,1,,,49,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5211,614399,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,233,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5212,614402,5,0,0,1,,,233,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5213,614588,76,0,1,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,50,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:7,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,127.0,fd00:0:0:0:c30c:0:0:1
5214,614591,5,0,0,1,,,50,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5215,614669,53,1,0,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,197,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d34207365713d323434,,,,,,,,,,
5216,614671,5,0,0,1,,,197,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5217,614774,97,0,1,0,c1:0c:00:00:00:00:00:01,00:00:00:00:00:00:ff:ff,11,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:1,ff02::1a,,,,,,155.0,1.0,128.0,244.0,30.0,16.0,89.0,0.0,,fd00:0:0:0:c30c:0:0:1
5218,615064,25,0,0,0,c1:0c:00:00:00:00:00:06,00:00:00:00:00:00:ff:ff,189,43981.0,55377,1,0,1,0,1,2,3,1,,,,,,,,,,,,,,,,,
5219,615098,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,234,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5220,615142,97,0,1,0,c1:0c:00:00:00:00:00:03,00:00:00:00:00:00:ff:ff,211,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:3,ff02::1a,,,,,,155.0,1.0,256.0,244.0,30.0,16.0,83.0,0.0,,fd00:0:0:0:c30c:0:0:1
5221,615145,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,234,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5222,615181,27,0,1,0,c1:0c:00:00:00:00:00:07,00:00:00:00:00:00:ff:ff,51,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:7,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
5223,615192,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,234,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5224,615195,5,0,0,1,,,234,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5225,615260,76,0,1,0,c1:0c:00:00:00:00:00:06,c1:0c:00:00:00:00:00:01,190,43981.0,56433,1,0,1,1,1,3,3,1,fe80::c30c:0:0:6,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,47.0,fd00:0:0:0:c30c:0:0:1
5226,615263,5,0,0,1,,,190,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5227,615507,97,0,1,0,c1:0c:00:00:00:00:00:04,00:00:00:00:00:00:ff:ff,198,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:4,ff02::1a,,,,,,155.0,1.0,266.0,244.0,30.0,16.0,79.0,0.0,,fd00:0:0:0:c30c:0:0:1
5228,615528,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,235,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5229,615531,5,0,0,1,,,235,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5230,615763,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,236,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5231,615766,5,0,0,1,,,236,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5232,615840,76,0,1,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,237,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:5,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,57.0,fd00:0:0:0:c30c:0:0:1
5233,615843,5,0,0,1,,,237,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5234,615884,76,0,1,0,c1:0c:00:00:00:00:00:03,c1:0c:00:00:00:00:00:01,212,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:3,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,67.0,fd00:0:0:0:c30c:0:0:1
5235,615887,5,0,0,1,,,212,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5236,615973,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,238,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5237,615976,5,0,0,1,,,238,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5238,616157,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,239,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5239,616160,5,0,0,1,,,239,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5240,616384,53,1,0,0,c1:0c:00:00:00:00:00:03,c1:0c:00:00:00:00:00:01,213,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d33207365713d313034,,,,,,,,,,
5241,616392,53,1,0,0,c1:0c:00:00:00:00:00:03,c1:0c:00:00:00:00:00:01,213,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d33207365713d313034,,,,,,,,,,
5242,616394,5,0,0,1,,,213,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5243,616438,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,240,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5244,616441,5,0,0,1,,,240,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5245,616588,97,0,1,0,c1:0c:00:00:00:00:00:07,00:00:00:00:00:00:ff:ff,52,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:7,ff02::1a,,,,,,155.0,1.0,256.0,244.0,30.0,16.0,86.0,0.0,,fd00:0:0:0:c30c:0:0:1
5246,616646,53,1,0,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,199,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d34207365713d323435,,,,,,,,,,
5247,616648,5,0,0,1,,,199,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5248,616798,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,241,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5249,616800,5,0,0,1,,,241,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5250,617270,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,242,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5251,617273,5,0,0,1,,,242,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5252,617519,97,0,1,0,c1:0c:00:00:00:00:00:08,00:00:00:00:00:00:ff:ff,231,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:8,ff02::1a,,,,,,155.0,1.0,2129.0,244.0,30.0,16.0,59.0,0.0,,fd00:0:0:0:c30c:0:0:1
5253,617619,27,0,1,0,c1:0c:00:00:00:00:00:07,00:00:00:00:00:00:ff:ff,53,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:7,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
5254,617806,53,1,0,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,54,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d37207365713d313335,,,,,,,,,,
5255,617809,5,0,0,1,,,54,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5256,617860,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,243,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5257,617863,5,0,0,1,,,243,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5258,617989,76,0,1,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,200,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:4,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,67.0,fd00:0:0:0:c30c:0:0:1
5259,617992,5,0,0,1,,,200,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5260,618152,53,1,0,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,201,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d34207365713d323436,,,,,,,,,,
5261,618154,5,0,0,1,,,201,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5262,618618,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,244,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5263,618621,5,0,0,1,,,244,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5264,619080,25,0,0,0,c1:0c:00:00:00:00:00:06,00:00:00:00:00:00:ff:ff,191,43981.0,55377,1,0,1,0,1,2,3,1,,,,,,,,,,,,,,,,,
5265,619127,76,0,1,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,55,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:7,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,0.0,fd00:0:0:0:c30c:0:0:1
5266,619130,5,0,0,1,,,55,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5267,619427,27,0,1,0,c1:0c:00:00:00:00:00:04,00:00:00:00:00:00:ff:ff,202,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:4,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
5268,619505,53,1,0,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,203,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d34207365713d323437,,,,,,,,,,
5269,619507,5,0,0,1,,,203,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5270,619637,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,245,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5271,619640,5,0,0,1,,,245,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5272,620001,97,0,1,0,c1:0c:00:00:00:00:00:01,00:00:00:00:00:00:ff:ff,12,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:1,ff02::1a,,,,,,155.0,1.0,128.0,244.0,30.0,16.0,90.0,0.0,,fd00:0:0:0:c30c:0:0:1
5273,620517,27,0,1,0,c1:0c:00:00:00:00:00:07,00:00:00:00:00:00:ff:ff,56,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:7,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
5274,620757,97,0,1,0,c1:0c:00:00:00:00:00:04,00:00:00:00:00:00:ff:ff,204,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:4,ff02::1a,,,,,,155.0,1.0,262.0,244.0,30.0,16.0,80.0,0.0,,fd00:0:0:0:c30c:0:0:1
5275,620839,60,1,0,0,c1:0c:00:00:00:00:00:08,c1:0c:00:00:00:00:00:07,232,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d38207365713d3530,,,,,,,,,,
5276,620841,5,0,0,1,,,232,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5277,620869,61,1,0,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,57,43981.0,56417,1,0,0,1,1,3,3,1,::c30c:0:0:8,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d38207365713d3530,,,,,,,,,,
5278,620871,5,0,0,1,,,57,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5279,620926,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,246,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5280,620929,5,0,0,1,,,246,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5281,621037,97,0,1,0,c1:0c:00:00:00:00:00:05,00:00:00:00:00:00:ff:ff,247,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:5,ff02::1a,,,,,,155.0,1.0,263.0,244.0,30.0,16.0,68.0,0.0,,fd00:0:0:0:c30c:0:0:1
5282,621073,97,0,1,0,c1:0c:00:00:00:00:00:06,00:00:00:00:00:00:ff:ff,192,43981.0,55377,1,0,1,0,1,2,3,1,fe80::c30c:0:0:6,ff02::1a,,,,,,155.0,1.0,258.0,244.0,30.0,16.0,79.0,0.0,,fd00:0:0:0:c30c:0:0:1
5283,621347,97,0,1,0,c1:0c:00:00:00:00:00:03,00:00:00:00:00:00:ff:ff,214,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:3,ff02::1a,,,,,,155.0,1.0,268.0,244.0,30.0,16.0,84.0,0.0,,fd00:0:0:0:c30c:0:0:1
5284,621775,53,1,0,0,c1:0c:00:00:00:00:00:03,c1:0c:00:00:00:00:00:01,215,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d33207365713d313035,,,,,,,,,,
5285,621777,5,0,0,1,,,215,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5286,621825,76,0,1,0,c1:0c:00:00:00:00:00:08,c1:0c:00:00:00:00:00:07,233,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:8,fe80::c30c:0:0:7,,,,,,155.0,2.0,,,30.0,,,64.0,112.0,fd00:0:0:0:c30c:0:0:1
5287,621828,5,0,0,1,,,233,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5288,621838,76,0,1,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,58,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:7,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,1.0,fd00:0:0:0:c30c:0:0:1
5289,621841,5,0,0,1,,,58,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5290,621935,53,1,0,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,205,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d34207365713d323438,,,,,,,,,,
5291,621937,5,0,0,1,,,205,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5292,622291,53,1,0,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,59,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d37207365713d313336,,,,,,,,,,
5293,622338,53,1,0,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,59,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,20.0,12.0,69643d37207365713d313336,,,,,,,,,,
5294,622340,5,0,0,1,,,59,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5295,622567,71,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,248,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
5296,622570,5,0,0,1,,,248,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5297,622880,76,0,1,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,206,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:4,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,68.0,fd00:0:0:0:c30c:0:0:1
5298,622883,5,0,0,1,,,206,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5299,622901,97,0,1,0,c1:0c:00:00:00:00:00:08,00:00:00:00:00:00:ff:ff,234,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:8,ff02::1a,,,,,,155.0,1.0,2196.0,244.0,30.0,16.0,59.0,0.0,,fd00:0:0:0:c30c:0:0:1
5300,623064,25,0,0,0,c1:0c:00:00:00:00:00:06,00:00:00:00:00:00:ff:ff,193,43981.0,55377,1,0,1,0,1,2,3,1,,,,,,,,,,,,,,,,,
